Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
1,Jeremy Accardo,23.137,May 4,Sep 27 2012,1,SFG,1.9,6-0,195,R,R,Dec 18 1981,Phoenix AZ US,Signed by the San Francisco Giants as an amateur free agent in 2003.,Illinois State University (Normal IL),Mesa HS (Mesa AZ),Jeremiah Lee,accarje01
2,Chip Ambres,25.213,Jul 20,Sep 28 2008,87H/D,KCR,0.0,6-1,190,R,R,Dec 19 1979,Beaumont TX US,Drafted by the Florida Marlins in the 1st round (27th pick) of the 1998 amateur draft. Player signed August 3 1998.,,Beaumont HS (Beaumont TX) West Brook HS (Beaumont TX),Raymond Payne,ambrech01
3,Brian Anderson,23.158,Aug 16,Oct 4 2009,/78H9,CHW,-0.2,6-2,220,R,R,Mar 11 1982,Tucson AZ US,Drafted by the Chicago White Sox in the 1st round (15th pick) of the 2003 amateur draft. Player signed June 19 2003.,University of Arizona (Tucson AZ),Canyon del Oro HS (Tucson AZ),Brian Nikola,anderbr03
4,Robert Andino,21.132,Sep 4,Sep 10 2016,6/H,FLA,1.9,5-11,185,R,R,Apr 25 1984,Miami FL US,Drafted by the Florida Marlins in the 2nd round of the 2002 amateur draft. Player signed August 4 2002.,,Miami Southridge HS (Miami FL),Robert Lazaro,andinro01
5,Ezequiel Astacio,25.180,May 3,May 10 2006,1,HOU,-1.3,6-3,200,R,R,Nov 4 1979,Hato Mayor del Rey Hato Mayor DO,Signed by the Philadelphia Phillies as an amateur free agent in 1998.,,Hato Mayor (Hato Mayor Dominican Republic),Ezequiel F.,astacez01
6,Willy Aybar,22.175,Aug 31,Oct 3 2010,5/4H,LAD,2.8,5-11,205,B,R,Mar 9 1983,Bani Peravia DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2000.,,,Willy Del Jesus,aybarwi01
7,Jeff Baker,23.287,Apr 4,Jul 7 2015,5/H,COL,1.2,6-2,220,R,R,Jun 21 1981,Bad Kissingen Bavaria DE,Drafted by the Colorado Rockies in the 4th round of the 2002 amateur draft. Player signed September 27 2002.,Clemson University (Clemson SC),Gar-Field HS (Woodbridge VA),Jeffrey Glen,bakerje03
8,Scott Baker,23.230,May 7,May 2 2015,1,MIN,15.6,6-4,215,R,R,Sep 19 1981,Shreveport LA US,Drafted by the Minnesota Twins in the 2nd round of the 2003 amateur draft. Player signed June 20 2003.,Oklahoma State University (Stillwater OK),Captain Shreve HS (Shreveport LA),Timothy Scott,bakersc02
9,Jonah Bayliss,24.312,Jun 21,Aug 3 2007,1,KCR,-1.1,6-1,200,R,R,Aug 13 1980,North Adams MA US,Drafted by the Kansas City Royals in the 7th round of the 2002 amateur draft. Player signed June 11 2002.,Trinity College (Hartford CT),Lawrence Academy (Groton MA),Jonah James,baylijo01
10,Yorman Bazardo,20.319,May 26,Oct 3 2009,/1,FLA,-1.2,6-2,230,R,R,Jul 11 1984,Maracay Aragua VE,Signed by the Florida Marlins as an amateur free agent in 2000.,,,Yorman Michael,bazaryo01
