Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
1,David Aardsma,22.101,Apr 6,Aug 23 2015,1,SFG,1.8,6-3,215,R,R,Dec 27 1981,Denver CO US,Drafted by the San Francisco Giants in the 1st round (22nd pick) of the 2003 amateur draft. Player signed June 29 2003.,Pennsylvania State University (State College PA) Rice University (Houston TX),Cherry Creek HS (Greenwood Village CO),David Allan,aardsda01
2,Mike Adams,25.294,May 18,Sep 18 2014,1,MIL,10.1,6-5,210,R,R,Jul 29 1978,Corpus Christi TX US,Signed by the Milwaukee Brewers as an amateur free agent in 2001.,Texas A&M University-Kingsville (Kingsville TX),Sinton HS (Sinton TX),Jon Michael,adamsmi03
3,Russ Adams,24.004,Sep 3,Jun 30 2009,6/H,TOR,0.0,6-0,205,L,R,Aug 30 1980,Laurinburg NC US,Drafted by the Toronto Blue Jays in the 1st round (14th pick) of the 2002 amateur draft. Player signed June 7 2002.,University of North Carolina at Chapel Hill (Chapel Hill NC),Scotland HS (Laurinburg NC),Russ Moore,adamsru01
4,Chris Aguila,25.126,Jun 28,Jul 10 2008,9H/7,FLA,-0.9,5-11,200,R,R,Feb 23 1979,Redwood City CA US,Drafted by the Florida Marlins in the 3rd round of the 1997 amateur draft. Player signed June 18 1997.,,Robert McQueen HS (Reno NV),Christopher Louis,aguilch01
5,Jason Alfaro,26.285,Sep 9,Oct 1 2004,/H6,HOU,-0.2,5-10,185,R,R,Nov 29 1977,San Antonio TX US,Drafted by the Houston Astros in the 22nd round of the 1997 amateur draft. Player signed June 30 1997.,Hill College (Hillsboro TX),Western Hills HS (Benbrook TX),Jason,alfarja01
6,Abe Alvarez,21.279,Jul 22,May 21 2006,/1,BOS,-0.4,6-2,190,L,L,Oct 17 1982,Los Angeles CA US,Drafted by the Boston Red Sox in the 2nd round of the 2003 amateur draft. Player signed June 27 2003.,California State University Long Beach (Long Beach CA),Fontana HS (Fontana CA),Abraham,alvarab01
7,Greg Aquino,26.173,Jul 2,Jun 17 2009,1,ARI,-0.6,6-1,190,R,R,Jan 11 1978,Puerto Palenque San Cristobal DO,Signed by ARI (NL) as an amateur free agent in 1995.,,Americo Lugo (Palenque Dominican Republic),Gregori Emilio,aquingr01
8,Scott Atchison,28.124,Jul 31,Jun 22 2015,1,SEA,3.4,6-2,200,R,R,Mar 29 1976,Denton TX US,Drafted by the Seattle Mariners in the 49th round of the 1998 amateur draft. Player signed May 25 1999.,Texas Christian University (Fort Worth TX),McCullough HS (The Woodlands TX),Scott Barham,atchisc01
9,Cha-Seung Baek,24.071,Aug 8,Sep 28 2008,/1,SEA,1.3,6-4,190,R,R,May 29 1980,Busan Busan KR,Signed by the Seattle Mariners as an amateur free agent in 1998.,,Busan (Busan South Korea),Cha-Seung,baekch01
10,Jeff Bajenaru,26.167,Sep 4,Aug 7 2006,/1,CHW,-0.6,6-1,190,R,R,Mar 21 1978,Pomona CA US,Drafted by the Chicago White Sox in the 36th round of the 1999 amateur draft. Player signed May 29 2000.,Riverside City College (Riverside CA) University of Oklahoma (Norman OK),Senator Ruben S. Ayala HS (Chino Hills CA),Jeffrey Michael,bajenje01
11,Jason Bartlett,24.278,Aug 3,Apr 6 2014,/H64D,MIN,18.4,6-0,190,R,R,Oct 30 1979,Mountain View CA US,Drafted by the San Diego Padres in the 13th round of the 2001 amateur draft. Player signed June 14 2001.,San Joaquin Delta College (Stockton CA) University of Oklahoma (Norman OK),St. Mary's HS (St. Mary's CA),Jason Alan,bartlja01
12,Cliff Bartosh,24.253,May 15,Jun 18 2005,1,CLE,0.2,6-2,175,L,L,Sep 5 1979,West TX US,Drafted by the San Diego Padres in the 29th round of the 1998 amateur draft. Player signed July 3 1998.,,Duncanville HS (Duncanville TX),Clifford Paul,bartocl01
13,Denny Bautista,23.276,May 25,Aug 4 2010,/1,BAL,-1.0,6-5,190,R,R,Aug 23 1980,Sanchez Samana DO,Signed by the Florida Marlins as an amateur free agent in 2000.,,Liceo Las Americas (Dominican Republic),Denny M.,bautide01
14,José Bautista,23.168,Apr 4,Sep 30 2018,H/95D,BAL,36.8,6-0,205,R,R,Oct 19 1980,Santo Domingo Distrito Nacional DO,Drafted by the Pittsburgh Pirates in the 20th round of the 2000 amateur draft. Player signed May 19 2001.,Chipola College (Marianna FL),De La Salle (Santo Domingo Dominican Republic),José Antonio,bautijo02
