Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
1,Blake Adams,25.347,Aug 24,,/1,COL,-0.2,6-2,215,R,R,"Sep 11, 2000","Springdale, AR, US","Drafted by theColorado Rockiesin the13th roundof the 2022 amateur draft. Player signed August 7, 2022.","Kansas State University (Manhattan, KS),University of Arkansas (Fayetteville, AR)","Har-Ber HS (Springdale, AR)",Blake William,adamsbl01
2,Mason Adams,26.183,Aug 25,,/1,COL,0.5,6-1,190,R,R,"Feb 23, 2000","Davenport, IA, US","Drafted by theChicago White Soxin the13th roundof the 2022 amateur draft. Player signed July 31, 2022.","Florida SouthWestern State College (Fort Myers, FL),Jacksonville University (Jacksonville, FL)",,Mason Allen,adamsma02
3,Robby Ahlstrom,26.350,Jun 3,,1,TEX,-0.7,6-3,195,L,L,"Jun 18, 1999","Placerville, CA, US","Drafted by theNew York Yankeesin the7th roundof the 2021 amateur draft. Player signed July 21, 2021.","University of Oregon (Eugene, OR)",,Robert Coolidge,ahlstro01
4,Franco Aleman,25.318,May 10,,1,CLE,0.0,6-6,235,R,R,"Jun 26, 2000","Yaguajay, CU","Drafted by theCleveland Indiansin the10th roundof the 2021 amateur draft. Player signed July 24, 2021.","Florida International University (Miami, FL),St. Johns River State College (Palatka, FL),University of Florida (Gainesville, FL)","Braulio Alonso HS (Tampa, FL)",Franco,alemafr01
5,Eliezer Alfonzo,26.285,Jul 5,,2/DH,LAD,-0.2,5-10,155,B,R,"Sep 23, 1999","Barcelona, Anzoategui, VE",Signed as a Free Agent with theDetroit Tigersin 2016.,,,Eliezer Vicente,alfonel02
6,Jack Anderson,26.142,Apr 14,,/1,BOS,0.4,6-3,197,R,R,"Nov 23, 1999","Tampa, FL, US","Drafted by theDetroit Tigersin the16th roundof the 2021 amateur draft. Player signed July 26, 2021.","Florida State University (Tallahassee, FL)","Jesuit HS (Tampa, FL)",Jack Thomas,anderja02
7,Kade Anderson,22.047,Aug 22,,/1,SEA,0.0,6-2,179,L,L,"Jul 6, 2004","Slidell, LA, US","Drafted by theSeattle Marinersin the1st round(3rd pick) of the 2025 amateur draft. Player signed July 22, 2025.","Louisiana State University (Baton Rouge, LA)","St. Paul's School (Covington, LA)",Kade William,anderka01
8,Tanner Andrews,30.191,May 25,,/1,TOR,0.1,6-3,220,R,R,"Nov 15, 1995","Rochester, IN, US","Drafted by theMiami Marlinsin the10th roundof the 2018 amateur draft. Player signed June 13, 2018.","Purdue University (West Lafayette, IN)",,Tanner Logan,andreta01
9,Sam Antonacci,23.068,Apr 15,,*74H/D5,CHW,2.0,5-11,193,L,R,"Feb 6, 2003","Springfield, IL, US","Drafted by theChicago White Soxin the5th roundof the 2024 amateur draft. Player signed July 23, 2024.","Coastal Carolina University (Conway, SC),Heartland Community College (Normal, IL)","Sacred Heart-Griffin HS (Springfield, IL)",Samuel Joseph,antonsa01
10,Edwin Arroyo,22.280,Jun 1,,4/5H6,CIN,-0.7,5-11,173,B,R,"Aug 25, 2003","Arecibo, PR","Drafted by theSeattle Marinersin the2nd roundof the 2021 amateur draft. Player signed July 30, 2021.",,"Arecibo Baseball Academy (Arecibo, Puerto Rico)",Edwin Zaed,arroyed01
11,Michael Arroyo,21.307,Sep 6,,/4HD,SEA,0.4,5-10,160,R,R,"Nov 3, 2004","Cartagena, Bolivar, CO",Signed as a Free Agent with theSeattle Marinersin 2022.,,,Michael,arroymi01
12,Joshua BÃ¡ez,23.048,Aug 15,,7/H9,STL,0.1,6-3,220,R,R,"Jun 28, 2003","Boston, MA, US","Drafted by theSt. Louis Cardinalsin the2nd roundof the 2021 amateur draft. Player signed July 19, 2021.",,"Dexter School (Brookline, MA)",Joshua Emanuel,baezjo02
13,Scott Bandura,25.042,Sep 13,,/9D7,SFG,0.0,6-3,190,L,R,"Aug 2, 2001","Philadelphia, PA, US","Drafted by theSan Francisco Giantsin the7th roundof the 2023 amateur draft. Player signed July 25, 2023.","Princeton University (Princeton, NJ)",,Scott Leonard,bandusc01
14,Brett Bateman,24.141,Aug 7,,89/7,TOR,1.6,5-10,170,L,L,"Mar 19, 2002","St. Paul, MN, US","Drafted by theChicago Cubsin the8th roundof the 2023 amateur draft. Player signed July 16, 2023.","University of Minnesota (Minneapolis, MN)",,Brett Allen,batembr01
15,Carter Baumler,24.054,Mar 26,,/1,TEX,0.1,6-2,195,R,R,"Jan 31, 2002","Grimes, IA, US","Drafted by theBaltimore Oriolesin the5th roundof the 2020 amateur draft. Player signed July 24, 2020.",,"Dowling Catholic HS (West Des Moines, IA)",Carter Cornelius,baumlca01
16,Travis Bazzana,23.243,Apr 28,,*4D/H,CLE,2.4,5-11,199,L,R,"Aug 28, 2002","Hornsby, New South Wales, AU","Drafted by theCleveland Guardiansin the1st round(1st pick) of the 2024 amateur draft. Player signed July 19, 2024.","Oregon State University (Corvallis, OR)","Turramurra HS (Sydney, Australia)",Travis William,bazzatr01
17,Brendan Beck,27.213,May 7,,/1,NYY,-0.2,6-2,218,R,R,"Oct 6, 1998","La Jolla, CA, US","Drafted by theNew York Yankeesin the2nd roundof the 2021 amateur draft. Player signed July 17, 2021.","Stanford University (Palo Alto, CA)",,Brendan Thomas,beckbr01
18,Carson Benge,23.065,Mar 26,,*978/HD,NYM,3.6,6-1,184,L,R,"Jan 20, 2003","Oklahoma City, OK, US","Drafted by theNew York Metsin the1st round(19th pick) of the 2024 amateur draft. Player signed July 24, 2024.","Oklahoma State University (Stillwater, OK)","Yukon HS (Yukon, OK)",Carson Grant,bengeca01
19,Jake Bennett,25.150,May 1,,1,BOS,1.4,6-6,234,L,L,"Dec 2, 2000","Tulsa, OK, US","Drafted by theWashington Nationalsin the2nd roundof the 2022 amateur draft. Player signed August 8, 2022.","University of Oklahoma (Norman, OK)","Bixby HS (Bixby, OK)",William Jacob,benneja01
20,Victor Bericoto,24.170,May 22,,79/HD3,SFG,-0.2,6-1,210,R,R,"Dec 3, 2001","Maracay, Aragua, VE",Signed as a Free Agent with theSan Francisco Giantsin 2018.,,,Victor Miguel,bericvi01
21,Leo Bernal,22.200,Sep 1,,2/D3,STL,0.6,6-0,245,B,R,"Feb 13, 2004","Panama, Panama, PA",Signed as a Free Agent with theSt. Louis Cardinalsin 2021.,,,Leonardo Abdiel,bernale01
22,Brandan Bidois,24.326,May 13,,1,PIT,-0.5,6-2,174,R,R,"Jun 21, 2001","Brisbane, Queensland, AU",Signed as a Free Agent with thePittsburgh Piratesin 2019.,,,Brandan,bidoibr01
23,Henry Bolte,22.282,May 13,,*8/7HD9,ATH,3.0,6-3,195,R,R,"Aug 4, 2003","San Francisco, CA, US","Drafted by theOakland Athleticsin the2nd roundof the 2022 amateur draft. Player signed July 25, 2022.",,"Palo Alto HS (Palo Alto, CA)",Henry,boltehe01
24,Jase Bowen,25.273,Jun 2,,79H/8D,SDP,-0.6,6-0,215,R,R,"Sep 2, 2000","Northwood, OH, US","Drafted by thePittsburgh Piratesin the11th roundof the 2019 amateur draft. Player signed June 19, 2019.",,"Central Catholic HS (Toledo, OH)",Jase Callaway,bowenja01
25,Jack Brannigan,25.118,Jul 7,,/5H,PIT,0.0,6-0,201,R,R,"Mar 11, 2001","Chicago, IL, US","Drafted by thePittsburgh Piratesin the3rd roundof the 2022 amateur draft. Player signed August 1, 2022.","University of Notre Dame (South Bend, IN)","Marist HS (Chicago, IL)",Jack Thomas,brannja01
26,Mitch Bratt,22.356,Jun 24,,1,ARI,0.2,6-1,215,L,L,"Jul 3, 2003","Newmarket, ON, CA","Drafted by theTexas Rangersin the5th roundof the 2021 amateur draft. Player signed July 19, 2021.",,"Georgia Premier Academy (Statesboro, GA)",Mitchell Eric,brattmi01
27,Juan Brito,24.195,Apr 7,,4/H,CLE,-0.2,6-0,202,B,R,"Sep 24, 2001","Santo Domingo, Distrito Nacional, DO",Signed as a Free Agent with theColorado Rockiesin 2018.,,,Juan Manuel,britoju02
28,Blake Burkhalter,25.347,Sep 1,,/1,ATL,0.0,6-0,204,R,R,"Sep 19, 2000","Tuscaloosa, AL, US","Drafted by theAtlanta Bravesin the2nd roundof the 2022 amateur draft. Player signed July 30, 2022.","Auburn University (Auburn, AL)","Northview HS (Dothan, AL)",Blake Jackson,burkhbl01
29,Jose Cabrera,24.022,Jun 21,,/1,ARI,0.2,6-3,235,R,R,"May 30, 2002","Yaguate, San Cristobal, DO",Signed as a Free Agent with theArizona Diamondbacksin 2021.,,,Jose Manuel,cabrejo03
30,Brett Callahan,24.287,Aug 16,,7/H9D,DET,0.2,6-0,195,L,R,"Nov 2, 2001","Newark, DE, US","Drafted by theDetroit Tigersin the13th roundof the 2023 amateur draft. Player signed July 19, 2023.","St. Joseph's University (Philadelphia, PA)",,Brett Ryan,callabr01
31,Cole Carrigg,24.032,Jun 9,,86/H9,COL,1.2,6-2,204,B,R,"May 8, 2002","Modesto, CA, US","Drafted by theColorado Rockiesin the2nd roundof the 2023 amateur draft. Player signed July 17, 2023.","San Diego State University (San Diego, CA)","Turlock HS (Turlock, CA)",Cole Michael,carrico01
32,Gerardo Carrillo,27.312,Jul 22,,1,ARI,0.2,6-1,185,R,R,"Sep 13, 1998","Guadalajara, Jalisco, MX",Signed as a Free Agent with theLos Angeles Dodgersin 2016.,,,Gerardo,carrige01
33,Eiberson Castellano,25.036,Jun 14,,/1,COL,0.1,6-3,214,R,R,"May 9, 2001","Maracaibo, Zulia, VE",Signed as a Free Agent with thePhiladelphia Philliesin 2018.,,,Eiberson Jose,casteei01
34,Cam Cauley,23.143,Jun 29,,H48/96D7,TEX,-0.4,5-9,170,R,R,"Feb 6, 2003","Houston, TX, US","Drafted by theTexas Rangersin the3rd roundof the 2021 amateur draft. Player signed July 21, 2021.",,"Barbers Hill HS (Mont Belvieu, TX)",Cameron Andrew,cauleca01
35,Drew Cavanaugh,24.150,Jun 26,,2H/D,SFG,0.3,6-0,219,L,R,"Jan 27, 2002","Troy, MI, US","Drafted by theSan Francisco Giantsin the17th roundof the 2023 amateur draft. Player signed July 25, 2023.","Eastern Florida State College (Cocoa, FL),Florida Southern College (Lakeland, FL)",,Drew Michael,cavandr01
36,Brendan Cellucci,28.077,Sep 15,,/1,TOR,0.2,6-4,211,L,L,"Jun 30, 1998","Philadelphia, PA, US","Drafted by theBoston Red Soxin the12th roundof the 2019 amateur draft. Player signed July 12, 2019.","Tulane University (New Orleans, LA)","William Penn Charter School (Philadelphia, PA)",Brendan Michael,cellubr01
37,Eric Cerantola,26.004,May 6,,/1,KCR,-0.2,6-5,225,R,R,"May 2, 2000","Montreal, QC, CA","Drafted by theKansas City Royalsin the5th roundof the 2021 amateur draft. Player signed July 24, 2021.","Mississippi State University (Mississippi State, MS)","Holy Trinity Catholic SS (Oakville, ON)",Eric,ceraner01
38,Max Clark,21.222,Jul 31,,8/H,DET,1.3,5-11,205,L,L,"Dec 21, 2004","Franklin, IN, US","Drafted by theDetroit Tigersin the1st round(3rd pick) of the 2023 amateur draft. Player signed July 17, 2023.",,"Franklin Community HS (Franklin, IN)",Maxwell Reece,clarkma04
39,Gavin Collyer,24.338,Apr 15,,1,TEX,-0.1,6-1,165,R,R,"May 12, 2001","Lawrenceville, GA, US","Drafted by theTexas Rangersin the12th roundof the 2019 amateur draft. Player signed July 3, 2019.",,"Mountain View HS (Lawrenceville, GA)",Gavin Thomas,collyga01
40,Alex Cook,25.124,Jul 31,,/1,TBR,0.0,6-2,220,R,R,"Mar 29, 2001","Lawrenceville, GA, US","Drafted by theTampa Bay Raysin the12th roundof the 2022 amateur draft. Player signed July 25, 2022.","Colby Community College (Colby, KS),Georgia Gwinnett College (Lawrenceville, GA)",,Alexander,cookal01
41,Riley Cornelio,25.322,Apr 24,,1,WSN,-0.3,6-3,195,R,R,"Jun 6, 2000","Honolulu, HI, US","Drafted by theWashington Nationalsin the7th roundof the 2022 amateur draft. Player signed August 8, 2022.","Texas Christian University (Fort Worth, TX)","Pine Creek HS (Colorado Springs, CO)",Riley John Thomas,corneri01
42,Jonah Cox,24.300,May 31,,8H4/7D,SFG,1.4,6-2,204,R,R,"Aug 4, 2001","Louisville, CO, US","Drafted by theAthleticsin the6th roundof the 2023 amateur draft. Player signed July 17, 2023.","Eastern Oklahoma State College (Wilburton, OK),Oral Roberts University (Tulsa, OK)",,Jonah Abbott,coxjo01
43,Justin Crawford,22.072,Mar 26,,*8H/D,PHI,-0.3,6-2,188,L,R,"Jan 13, 2004","Phoenix, AZ, US","Drafted by thePhiladelphia Philliesin the1st round(17th pick) of the 2022 amateur draft. Player signed July 25, 2022.",,"Bishop Gorman HS (Las Vegas, NV)",Justin,crawfju01
44,Coleman Crow,25.108,Apr 17,,/1,MIL,-0.2,5-10,175,R,R,"Dec 30, 2000","Concord, GA, US","Drafted by theLos Angeles Angelsin the28th roundof the 2019 amateur draft. Player signed June 30, 2019.",,"Pike County HS (Zebulon, GA)",Coleman McCade,crowco01
45,Trei Cruz,27.349,Jun 19,,/79,DET,-0.2,6-0,204,B,R,"Jul 5, 1998","Toronto, ON, CA","Drafted by theDetroit Tigersin the3rd roundof the 2020 amateur draft. Player signed June 17, 2020.","Rice University (Houston, TX)","Episcopal HS (Bellaire, TX)",Trei Jose,cruztr01
46,Yovanny Cruz,26.270,May 20,,/1,NYY,0.0,6-0,180,R,R,"Aug 23, 1999","San Francisco de Macoris, Duarte, DO",Signed as a Free Agent with theChicago Cubsin 2016.,,,Yovanny,cruzyo01
47,Kaelen Culpepper,23.221,Aug 7,,6,MIN,0.5,5-10,185,R,R,"Dec 29, 2002","Memphis, TN, US","Drafted by theMinnesota Twinsin the1st round(21st pick) of the 2024 amateur draft. Player signed August 1, 2024.","Kansas State University (Manhattan, KS)","St. Benedict at Auburndale HS (Cordova, TN)",Kaelen Kenneth,culpeka01
48,Khristian Curtis,24.070,Jul 18,,/1,PIT,0.2,6-5,215,R,R,"May 9, 2002","Beaumont, TX, US","Drafted by thePittsburgh Piratesin the12th roundof the 2023 amateur draft. Player signed July 20, 2023.","Arizona State University (Tempe, AZ),Texas A&M University (College Station, TX)","Port Neches-Groves HS (Port Neches, TX)",Khristian Steven,curtikh01
49,Chad Dallas,25.343,Jun 4,,/1,TOR,-0.2,5-11,206,R,R,"Jun 26, 2000","Orange, TX, US","Drafted by theToronto Blue Jaysin the4th roundof the 2021 amateur draft. Player signed July 21, 2021.","University of Tennessee (Knoxville, TN)",,John Chadwell,dallach01
50,Nick Davila,27.163,May 3,,1,SEA,-0.1,6-3,230,R,R,"Nov 21, 1998","Hialeah, FL, US",Signed as a Free Agent with theDetroit Tigersin 2020.,"University of South Florida (Tampa, FL)",,Nicholas,davilni01
51,Tyler Davis,27.204,Apr 25,,1,CHW,0.4,6-2,210,R,R,"Oct 3, 1998","Webster, TX, US",Signed as a Free Agent with theChicago White Soxin 2024.,"Sam Houston State University (Huntsville, TX),Wichita State University (Wichita, KS)",,Tyler David,davisty01
52,Duncan Davitt,26.199,Apr 10,,/1,SFG,0.1,6-3,235,R,R,"Sep 23, 1999","Des Moines, IA, US","Drafted by theTampa Bay Raysin the18th roundof the 2022 amateur draft. Player signed July 25, 2022.","University of Iowa (Iowa City, IA)",,Duncan Philip Danner,davitdu01
53,Luis De LeÃ³n,23.140,Sep 1,,/1,BAL,0.2,6-3,168,L,L,"Apr 14, 2003","Barahona, Barahona, DO",Signed as a Free Agent with theBaltimore Oriolesin 2021.,,,Luis Mario,deleolu02
54,Deyvison De Los Santos,22.281,Mar 29,,/3HD,MIA,-0.2,6-1,185,R,R,"Jun 21, 2003","Santo Domingo, Distrito Nacional, DO",Signed as a Free Agent with theArizona Diamondbacksin 2019.,,,Deyvison,delosde01
55,Josue De Paula,21.110,Sep 11,,/D7H,LAD,0.3,6-3,185,L,L,"May 24, 2005","Brooklyn, NY, US",Signed as a Free Agent with theLos Angeles Dodgersin 2022.,,,Josue,depaujo03
56,Ray Delgado,26.071,Jun 14,,/456H,HOU,0.1,6-0,210,L,R,"Apr 4, 2000","La Habana, La Habana, CU","Drafted by theCleveland Indiansin the6th roundof the 2018 amateur draft. Player signed June 13, 2018.",,"Calvary Christian Academy (Fort Lauderdale, FL)",Raynel,delgara02
57,Will Dion,26.039,May 26,,1,CLE,0.3,5-10,180,L,L,"Apr 17, 2000","Sulphur, LA, US","Drafted by theCleveland Indiansin the9th roundof the 2021 amateur draft. Player signed July 24, 2021.","McNeese State University (Lake Charles, LA)",,William Chad,dionwi01
58,Wilber Dotel,23.206,Apr 19,,1,PIT,0.2,6-3,245,R,R,"Sep 25, 2002","Santo Domingo, Distrito Nacional, DO",Signed as a Free Agent with thePittsburgh Piratesin 2020.,,,Wilber Bladimir,dotelwi01
59,Kohl Drake,26.004,Jul 21,,/1,ARI,-0.3,6-5,220,L,L,"Jul 17, 2000","Orem, UT, US","Drafted by theTexas Rangersin the11th roundof the 2022 amateur draft. Player signed July 26, 2022.","Arkansas Tech University (Russellville, AR),Walters State Community College (Morristown, TN)",,Kohl Everett-Scott,drakeko01
